Id,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted
232,2018,23.0,Virginia,1.8796,107.9549841,4.66,90.17,,307.34,7.05,4.24,defense,line_backer,ILB,1
233,2011,22.0,Florida Atlantic,1.9558,112.4909078,4.46,93.98,22.0,297.18,6.9,4.21,offense,backs_receivers,TE,1
234,2019,,South Dakota St.,1.8288,91.17206637,4.51,100.33,13.0,325.12,,,defense,defensive_back,CB,0
235,2010,22.0,Mississippi St.,1.8542,105.6870222,4.67,83.82,15.0,307.34,7.09,4.49,offense,backs_receivers,RB,1
236,2013,24.0,SE Louisiana,1.778,85.27536556,4.39,101.6,17.0,335.28,6.89,4.23,defense,defensive_back,CB,1
237,2014,23.0,Miami (FL),1.9304,99.7903214,4.64,77.47,23.0,304.8,,,special_teams,kicking_specialist,P,1
238,2012,22.0,South Carolina,1.8542,119.7483857,4.69,87.63,28.0,276.86,6.83,4.18,defense,line_backer,OLB,1
239,2017,21.0,Michigan,1.8034,96.61517481,4.46,90.17,19.0,325.12,,,defense,defensive_back,SS,1
240,2014,23.0,Stanford,1.9558,113.3980925,4.86,90.17,19.0,299.72,6.78,4.2,defense,defensive_lineman,DE,1
241,2017,23.0,Iowa,1.9304,112.0373154,4.52,88.9,18.0,335.28,,,offense,backs_receivers,TE,1
242,2013,21.0,Appalachian St.,1.8542,84.82177319,4.54,91.44,4.0,320.04,7.17,4.32,defense,defensive_back,CB,1
243,2017,23.0,Oklahoma St.,1.905,137.8920805,5.07,72.39,26.0,274.32,7.58,4.72,defense,defensive_lineman,DT,1
244,2017,23.0,Mississippi,1.9304,123.830717,4.94,86.36,19.0,292.1,7.24,4.44,defense,defensive_lineman,DE,0
245,2019,,Delaware,1.8288,93.44002822,,,,,,,defense,defensive_back,S,0
246,2009,21.0,Arizona,1.9812,140.1600423,5.14,72.39,24.0,254.0,7.87,4.91,offense,offensive_lineman,OT,1
247,2015,22.0,Auburn,1.8542,93.89362059,4.54,95.25,12.0,314.96,6.96,4.15,defense,defensive_back,CB,0
248,2018,22.0,Mississippi,1.905,128.3666407,4.87,82.55,,279.4,7.63,4.65,defense,defensive_lineman,DT,1
249,2010,21.0,Notre Dame,1.778,90.26488163,4.42,88.9,17.0,304.8,7.12,4.34,offense,backs_receivers,WR,1
250,2018,,South Carolina,1.8796,141.5208194,5.28,59.69,18.0,256.54,7.95,4.75,defense,defensive_lineman,DT,0
251,2015,,Duke,1.9304,140.6136347,5.19,76.2,23.0,256.54,8.09,4.79,offense,offensive_lineman,OT,0
252,2014,,BYU,1.8542,92.98643585,4.67,81.28,13.0,289.56,6.47,3.95,defense,defensive_back,SS,0
253,2017,23.0,USC,1.8542,97.97595192,,67.31,8.0,284.48,7.22,4.54,offense,backs_receivers,WR,0
254,2013,22.0,LSU,1.905,118.8412009,4.81,87.63,,289.56,7.18,4.51,defense,defensive_lineman,DE,1
255,2015,23.0,Louisville,1.9304,128.8202331,5.06,,26.0,,,,defense,defensive_lineman,DE,1
256,2013,22.0,Texas A&M,1.8288,92.98643585,4.34,93.98,16.0,317.5,6.76,4.25,offense,backs_receivers,WR,1
257,2009,,BYU,1.9304,145.6031508,5.26,90.17,34.0,274.32,7.75,4.72,offense,offensive_lineman,OG,0
258,2014,23.0,Nebraska,1.9558,145.1495584,5.16,,,,,,offense,offensive_lineman,OG,1
259,2019,20.0,Iowa,1.8034,95.2543977,4.48,93.98,14.0,312.42,6.81,4.1,defense,defensive_back,S,1
260,2019,22.0,UCLA,1.9304,108.8621688,4.56,73.66,,287.02,7.2,4.4,offense,backs_receivers,TE,1
261,2017,22.0,Utah,1.9558,141.0672271,5.27,66.04,15.0,271.78,7.84,4.6,offense,offensive_lineman,OT,1
262,2010,21.0,Mississippi,1.9304,127.459456,4.82,88.9,21.0,297.18,7.25,4.65,defense,defensive_lineman,DE,1
263,2010,23.0,Wisconsin,1.905,110.2229459,4.71,87.63,20.0,284.48,7.09,4.35,offense,backs_receivers,TE,1
264,2013,22.0,Virginia Tech,1.8796,92.53284348,4.43,80.01,12.0,304.8,,,offense,backs_receivers,WR,1
265,2011,21.0,Nebraska,1.8542,101.6046909,4.45,87.63,24.0,297.18,6.9,4.14,offense,backs_receivers,WR,1
266,2009,23.0,Nevada,1.9304,98.88313666,4.43,81.28,9.0,294.64,7.04,4.33,offense,backs_receivers,WR,1
267,2018,21.0,Oklahoma St.,1.8034,96.61517481,4.54,87.63,14.0,304.8,7.11,4.32,offense,backs_receivers,WR,1
268,2018,23.0,Texas Tech,1.905,102.5118756,4.59,97.79,18.0,330.2,6.56,4.03,offense,backs_receivers,WR,1
269,2014,20.0,Alabama,2.0066,146.0567431,5.59,69.85,21.0,243.84,7.71,4.84,offense,offensive_lineman,OT,1
270,2016,22.0,Illinois,1.905,88.90410452,4.67,83.82,,322.58,7.4,4.28,offense,backs_receivers,WR,0
271,2010,,Arizona,1.778,83.00740371,4.64,101.6,16.0,302.26,7.07,,defense,defensive_back,CB,0
272,2014,23.0,South Dakota,1.9304,113.3980925,4.95,81.28,24.0,294.64,6.64,4.15,defense,line_backer,OLB,1
273,2015,,Prairie View,1.9304,112.4909078,4.99,80.01,,287.02,7.3,4.51,offense,backs_receivers,QB,0
274,2014,23.0,Boston Col.,1.9812,136.9848957,4.97,85.09,22.0,,,,offense,offensive_lineman,OT,0
275,2016,22.0,Oklahoma,1.905,143.7887813,5.32,69.85,12.0,271.78,8.3,4.83,offense,offensive_lineman,OG,0
276,2017,21.0,Houston,1.8034,84.36818082,,,10.0,,,,offense,backs_receivers,WR,0
277,2018,21.0,Tennessee,1.9558,142.4280042,5.15,74.93,26.0,266.7,7.94,4.68,defense,defensive_lineman,DT,1
278,2011,23.0,Idaho,1.9304,112.9445001,4.78,,18.0,,,,offense,backs_receivers,TE,1
279,2013,22.0,Arkansas,1.8796,96.16158244,4.56,74.93,11.0,271.78,,4.31,offense,backs_receivers,WR,1
280,2009,,Michigan,1.8542,109.7693535,5.08,,14.0,,,,special_teams,other_special,LS,0
281,2017,21.0,Texas Tech,1.8796,102.0582833,4.8,76.2,,289.56,6.88,4.08,offense,backs_receivers,QB,1
282,2017,21.0,Kentucky,1.7018,86.1825503,4.51,91.44,18.0,307.34,6.86,4.18,offense,backs_receivers,RB,0
283,2014,21.0,Iowa,1.8288,108.8621688,4.74,80.01,23.0,294.64,7.15,4.45,defense,line_backer,OLB,1
284,2016,22.0,Mississippi St.,1.8796,102.5118756,4.79,82.55,,294.64,7.11,4.32,offense,backs_receivers,QB,1
285,2009,23.0,Virginia Tech,1.8796,118.8412009,4.7,81.28,24.0,274.32,7.9,4.63,defense,defensive_lineman,DE,0
286,2010,23.0,Kansas,1.8796,101.6046909,4.62,88.9,13.0,292.1,,4.23,offense,backs_receivers,WR,1
287,2012,25.0,North Carolina St.,1.9558,135.6241186,4.87,87.63,28.0,284.48,7.43,4.41,defense,defensive_lineman,DT,1
288,2013,22.0,Georgia Southern,1.8288,96.61517481,4.57,88.9,17.0,314.96,7.02,4.09,defense,defensive_back,SS,1
289,2017,22.0,Alabama,1.8796,114.7588696,4.78,,,,,,defense,line_backer,OLB,1
290,2013,21.0,North Carolina St.,1.8542,92.98643585,4.44,90.17,15.0,322.58,,,defense,defensive_back,CB,1
291,2010,21.0,South Florida,1.905,97.52235955,4.46,91.44,16.0,309.88,6.96,4.55,offense,backs_receivers,WR,1
292,2013,23.0,Kansas St.,1.905,113.8516849,4.81,,22.0,,,,offense,backs_receivers,FB,1
293,2015,23.0,Missouri,1.7526,89.81128926,4.61,73.66,11.0,276.86,,4.4,offense,backs_receivers,RB,1
294,2018,22.0,Memphis,1.8542,112.4909078,4.59,91.44,26.0,314.96,6.9,4.36,defense,line_backer,ILB,1
295,2017,23.0,Baylor,1.9558,139.2528576,5.24,66.04,23.0,243.84,7.71,4.84,offense,offensive_lineman,C,1
296,2017,22.0,California,1.8796,91.62565874,4.53,88.9,11.0,302.26,6.74,4.13,offense,backs_receivers,WR,1
297,2013,21.0,South Carolina,1.7018,78.47148001,4.58,81.28,7.0,297.18,6.81,4.37,offense,backs_receivers,WR,1
298,2017,25.0,Ohio St.,1.8034,87.99691978,4.92,,,,,,special_teams,kicking_specialist,P,0
299,2010,,Mississippi,1.905,99.33672903,5.04,83.82,,269.24,7.08,4.33,offense,backs_receivers,QB,0
300,2010,22.0,Missouri,1.8542,108.4085764,4.62,101.6,34.0,312.42,6.99,4.38,defense,line_backer,OLB,1
301,2019,22.0,Washington,1.9558,115.6660544,4.71,85.09,,292.1,7.15,4.31,offense,backs_receivers,TE,1
302,2019,21.0,Memphis,1.8288,95.2543977,4.52,88.9,13.0,307.34,,,offense,backs_receivers,RB,1
303,2017,22.0,North Carolina,1.9558,137.8920805,5.11,62.23,,256.54,7.93,4.63,defense,defensive_lineman,DT,1
304,2009,23.0,South Florida,1.8796,110.2229459,4.76,,27.0,284.48,,,defense,line_backer,OLB,1
305,2013,21.0,North Carolina,1.7272,91.62565874,4.53,85.09,19.0,309.88,6.91,4.12,offense,backs_receivers,RB,1
306,2009,21.0,Georgia,1.8034,98.42954429,4.5,90.17,25.0,292.1,6.84,4.27,offense,backs_receivers,RB,1
307,2012,23.0,Arizona St.,1.778,91.62565874,4.51,,24.0,,,,defense,defensive_back,CB,1
308,2015,22.0,Florida,1.8796,107.0477993,4.65,,22.0,,,,defense,line_backer,OLB,1
309,2011,23.0,New Mexico,1.9812,118.3876086,4.63,91.44,18.0,302.26,6.83,4.25,offense,backs_receivers,TE,0
310,2015,22.0,Texas A&M,1.7018,88.45051215,4.49,85.09,18.0,302.26,6.84,4.12,offense,backs_receivers,RB,0
311,2011,22.0,Iowa,1.8288,95.70799007,4.62,83.82,11.0,274.32,6.9,4.27,defense,defensive_back,SS,1
312,2016,23.0,Wisconsin,1.9558,107.0477993,4.8,85.09,,292.1,7.29,4.33,offense,backs_receivers,QB,0
313,2011,22.0,Fresno St.,1.8542,87.54332741,4.59,81.28,4.0,284.48,7.16,4.18,offense,backs_receivers,WR,0
314,2010,22.0,Clemson,1.8034,88.90410452,4.37,,18.0,,,,offense,backs_receivers,RB,1
315,2009,20.0,Penn St.,1.9304,112.9445001,4.64,96.52,22.0,314.96,7.52,4.38,defense,defensive_lineman,DE,1
316,2015,22.0,Mississippi,1.8796,94.34721296,4.6,88.9,11.0,317.5,7.12,4.23,defense,defensive_back,FS,0
317,2015,21.0,Missouri,1.905,111.1301307,4.68,,21.0,,,,defense,defensive_lineman,DE,1
318,2010,22.0,Purdue,1.905,133.3561568,4.87,83.82,31.0,287.02,7.53,4.53,defense,defensive_lineman,DT,1
319,2013,22.0,North Carolina,1.9812,149.2318897,5.27,57.15,22.0,248.92,7.85,4.96,offense,offensive_lineman,OG,1
320,2019,21.0,Mississippi St.,1.8542,96.16158244,4.77,91.44,12.0,,,4.46,defense,defensive_back,S,0
321,2011,22.0,Michigan,1.9304,139.70645,5.18,64.77,30.0,248.92,7.73,4.62,offense,offensive_lineman,OG,1
322,2009,22.0,South Carolina,1.8288,85.72895793,4.37,93.98,,287.02,6.96,4.1,offense,backs_receivers,WR,1
323,2018,21.0,Louisville,1.8796,97.97595192,,,,,,,offense,backs_receivers,QB,1
324,2014,21.0,Notre Dame,1.8542,98.88313666,4.48,96.52,19.0,307.34,7.07,4.46,offense,backs_receivers,RB,0
325,2016,21.0,Michigan St.,1.9812,139.70645,5.0,76.2,25.0,261.62,7.63,4.57,offense,offensive_lineman,OT,1
326,2010,22.0,Missouri State,1.905,114.3052772,4.62,101.6,30.0,304.8,,4.37,offense,backs_receivers,FB,1
327,2013,22.0,South Carolina,1.8542,110.2229459,4.76,83.82,15.0,287.02,7.3,4.26,defense,line_backer,OLB,1
328,2013,21.0,Illinois,1.905,145.1495584,5.11,,27.0,,7.45,4.63,offense,offensive_lineman,OG,1
329,2012,,LSU,1.9304,101.1510985,4.58,92.71,14.0,294.64,6.81,4.06,offense,backs_receivers,QB,0
330,2010,21.0,Notre Dame,1.9304,138.7992652,5.25,74.93,35.0,236.22,7.5,4.82,offense,offensive_lineman,C,1
331,2014,22.0,Missouri,1.9304,123.830717,4.92,78.74,22.0,289.56,6.83,4.45,defense,defensive_lineman,DE,1
332,2019,,Texas Tech,1.9304,93.44002822,,93.98,6.0,297.18,7.07,4.26,offense,backs_receivers,WR,0
333,2011,22.0,North Carolina St.,1.8542,108.8621688,4.74,,,,,,defense,line_backer,ILB,1
334,2011,,West Virginia,1.6764,82.10021897,4.5,87.63,19.0,307.34,6.78,4.13,offense,backs_receivers,WR,0
335,2016,,Utah,1.778,104.7798375,5.05,78.74,22.0,287.02,,,defense,line_backer,ILB,0
336,2016,22.0,South Carolina,1.8542,99.7903214,4.54,92.71,21.0,299.72,7.08,4.33,offense,backs_receivers,RB,0
337,2017,22.0,Arkansas,1.8288,86.1825503,4.74,76.2,10.0,284.48,6.85,4.12,offense,backs_receivers,WR,0
338,2011,23.0,Appalachian St.,1.905,139.70645,5.28,82.55,23.0,266.7,7.59,4.68,offense,offensive_lineman,OG,1
339,2010,20.0,Florida,1.8796,111.1301307,4.64,,,,,,offense,backs_receivers,TE,1
340,2009,22.0,West Virginia,1.8542,112.4909078,4.78,64.77,18.0,264.16,7.35,4.75,defense,line_backer,ILB,0
341,2011,22.0,Tulsa,1.905,111.1301307,4.69,85.09,18.0,299.72,7.07,4.15,offense,backs_receivers,FB,1
342,2019,22.0,Miami (FL),1.8542,95.2543977,4.45,102.87,13.0,330.2,7.12,4.12,defense,defensive_back,CB,1
343,2017,22.0,North Carolina,1.9304,100.2439138,4.58,95.25,,302.26,6.95,4.14,offense,backs_receivers,WR,0
344,2012,22.0,Texas,1.905,109.7693535,4.72,90.17,27.0,304.8,,,defense,line_backer,ILB,1
345,2013,22.0,West Virginia,1.8796,98.88313666,4.58,85.09,,314.96,,,offense,backs_receivers,QB,1
346,2017,23.0,Oregon St.,1.8796,93.44002822,4.62,78.74,11.0,294.64,,,defense,defensive_back,CB,1
347,2017,,West Virginia,1.778,102.965468,4.74,82.55,21.0,,,,offense,backs_receivers,RB,0
348,2019,21.0,Duke,1.9558,100.2439138,4.81,85.09,,304.8,7.0,4.41,offense,backs_receivers,QB,1
349,2014,,Wisconsin,1.905,107.9549841,4.82,72.39,,281.94,7.55,4.4,offense,backs_receivers,TE,0
350,2018,20.0,North Carolina St.,1.8796,127.0058636,4.87,,28.0,,,,defense,defensive_lineman,DE,1
351,2009,23.0,Michigan,1.8796,116.1196467,4.95,76.2,21.0,271.78,7.56,4.6,defense,defensive_lineman,DE,0
352,2017,21.0,Florida St.,1.778,95.2543977,4.49,77.47,22.0,294.64,7.27,4.53,offense,backs_receivers,RB,1
353,2009,23.0,Oklahoma,1.8288,93.44002822,4.65,81.28,16.0,284.48,7.28,4.32,defense,defensive_back,FS,0
354,2016,21.0,Harvard,1.9558,138.7992652,5.32,66.04,22.0,261.62,7.88,4.59,offense,offensive_lineman,OT,1
355,2011,22.0,Boise St.,1.905,94.80080533,4.56,85.09,14.0,304.8,6.68,3.88,offense,backs_receivers,WR,1
356,2012,,Utah,1.9304,134.7169339,5.28,68.58,23.0,259.08,7.58,4.59,offense,offensive_lineman,OT,0
357,2018,21.0,Clemson,1.8034,83.91458845,4.61,74.93,,,,,defense,defensive_back,S,0
358,2011,22.0,Colorado,2.032,144.695966,4.96,81.28,21.0,279.4,7.44,4.34,offense,offensive_lineman,OT,1
359,2011,26.0,Baylor,1.905,140.6136347,5.36,66.04,29.0,233.68,7.61,4.62,offense,offensive_lineman,OG,1
360,2016,22.0,Southern Utah,1.8796,98.42954429,4.65,96.52,22.0,322.58,6.93,4.18,defense,defensive_back,SS,1
361,2014,21.0,South Carolina,1.9558,120.6555704,4.53,95.25,21.0,314.96,7.27,4.43,defense,defensive_lineman,DE,1
362,2014,21.0,Bloomsburg,1.9812,149.6854821,5.37,67.31,36.0,261.62,8.13,4.86,offense,offensive_lineman,OT,0
363,2011,24.0,Ohio St.,1.8542,108.8621688,4.66,90.17,32.0,281.94,7.21,4.34,defense,line_backer,OLB,1
364,2015,23.0,Tennessee St.,1.9558,147.8711126,5.44,69.85,,238.76,8.1,4.91,offense,offensive_lineman,OG,1
365,2019,21.0,Florida Atlantic,1.7018,92.07925111,4.66,88.9,15.0,297.18,7.32,4.4,offense,backs_receivers,RB,1
366,2019,22.0,Northern Arizona,1.905,98.42954429,,91.44,11.0,292.1,,4.22,offense,backs_receivers,WR,0
367,2017,22.0,Old Dominion,1.8796,99.33672903,4.55,91.44,14.0,320.04,7.11,4.29,offense,backs_receivers,WR,0
368,2018,22.0,LSU,1.8288,102.0582833,4.72,81.28,22.0,276.86,,4.21,offense,backs_receivers,RB,0
369,2016,20.0,Mississippi,1.8796,100.2439138,4.52,83.82,12.0,297.18,,,offense,backs_receivers,WR,1
370,2015,24.0,NW State (LA),1.9304,145.6031508,5.12,74.93,35.0,266.7,7.92,4.76,defense,defensive_lineman,DT,1
371,2009,,Notre Dame,1.905,138.7992652,5.09,86.36,26.0,276.86,,5.07,offense,offensive_lineman,OG,0
372,2016,22.0,Mississippi St.,1.8034,82.55381134,4.45,,,,,,defense,defensive_back,CB,1
373,2015,22.0,Florida St.,1.8034,82.55381134,4.53,92.71,,309.88,6.88,4.12,offense,backs_receivers,WR,1
374,2011,,Wake Forest,1.8542,85.27536556,4.56,90.17,9.0,312.42,6.61,4.09,offense,backs_receivers,WR,0
375,2012,23.0,Boise St.,1.7526,101.1510985,4.46,91.44,28.0,304.8,6.79,4.16,offense,backs_receivers,RB,1
376,2014,22.0,Wisconsin,1.8034,112.4909078,4.83,78.74,27.0,289.56,7.18,4.27,defense,line_backer,ILB,1
377,2010,23.0,Nebraska,1.9304,139.2528576,5.03,90.17,32.0,266.7,7.21,4.44,defense,defensive_lineman,DT,1
378,2009,23.0,Cincinnati,1.9304,139.2528576,5.28,,29.0,,,,offense,offensive_lineman,OG,1
379,2017,21.0,Michigan,1.9558,111.583723,,,,,,,offense,backs_receivers,TE,1
380,2011,23.0,TCU,1.8796,97.52235955,4.83,74.93,,269.24,6.93,4.27,offense,backs_receivers,QB,1
381,2017,23.0,Clemson,1.905,140.1600423,,,25.0,,,,defense,defensive_lineman,DT,1
382,2015,21.0,Nebraska,1.7526,92.98643585,4.6,107.95,24.0,330.2,6.79,3.95,offense,backs_receivers,RB,1
383,2013,22.0,South Carolina,1.905,117.0268315,4.94,80.01,,294.64,7.12,4.45,offense,backs_receivers,TE,1
384,2019,23.0,Penn St.,1.8288,91.62565874,4.57,83.82,,292.1,7.09,4.12,offense,backs_receivers,QB,1
385,2019,22.0,Washington,1.7526,92.98643585,4.58,90.17,24.0,299.72,7.19,4.27,offense,backs_receivers,RB,1
386,2017,22.0,Florida St.,1.9304,127.0058636,,,18.0,,,,defense,defensive_lineman,DE,1
387,2013,24.0,Oregon,1.9812,141.9744118,4.91,71.12,,271.78,7.83,4.63,offense,offensive_lineman,OG,1
388,2012,23.0,Georgia,1.9304,151.953444,5.24,68.58,32.0,256.54,8.04,4.99,offense,offensive_lineman,OT,1
389,2015,23.0,TCU,1.9812,160.1181066,5.55,74.93,,,,4.77,offense,offensive_lineman,OG,1
390,2011,22.0,Stanford,1.905,88.45051215,4.54,96.52,16.0,317.5,6.82,4.33,defense,defensive_back,CB,1
391,2015,,Norfolk St.,2.0066,122.0163475,4.91,82.55,24.0,297.18,7.32,4.48,defense,defensive_lineman,DE,0
392,2019,,Virginia Tech,2.0066,146.9639279,,,27.0,289.56,8.07,4.5,offense,offensive_lineman,OT,0
393,2013,22.0,Texas A&M,1.778,99.7903214,4.54,109.22,27.0,317.5,6.69,4.02,offense,backs_receivers,RB,1
394,2014,23.0,Stanford,1.9812,122.9235323,5.21,81.28,21.0,294.64,7.43,4.51,defense,defensive_lineman,DE,0
395,2016,22.0,Iowa,1.778,91.62565874,4.75,91.44,8.0,304.8,7.18,4.15,defense,defensive_back,FS,0
396,2015,,Montana,1.905,112.0373154,4.81,95.25,14.0,276.86,7.07,4.26,defense,defensive_lineman,DE,0
397,2013,,East. Kentucky,1.9304,92.98643585,4.5,91.44,10.0,312.42,6.9,4.39,offense,backs_receivers,WR,0
398,2017,23.0,San Diego St.,1.778,83.46099608,4.54,86.36,11.0,314.96,,,defense,defensive_back,CB,1
399,2018,21.0,Indiana,1.9304,117.4804238,4.74,91.44,,312.42,7.15,4.2,offense,backs_receivers,TE,1
400,2015,,TCU,1.7526,83.00740371,4.63,90.17,18.0,307.34,,,defense,defensive_back,CB,0
401,2013,22.0,Ohio St.,1.8542,116.5732391,4.62,,,,,,defense,line_backer,OLB,1
402,2017,22.0,North Carolina St.,1.8542,99.7903214,4.41,95.25,20.0,335.28,,,defense,defensive_back,SS,1
403,2014,22.0,Michigan St.,1.8034,90.26488163,4.52,,15.0,,,,defense,defensive_back,CB,1
404,2012,23.0,Northwestern,1.8796,109.3157612,4.63,90.17,21.0,297.18,6.73,4.03,offense,backs_receivers,FB,1
405,2015,,Syracuse,1.9558,140.1600423,5.39,,35.0,,,,offense,offensive_lineman,OT,0
406,2016,22.0,Mississippi St.,1.8542,103.8726527,4.77,78.74,18.0,279.4,7.07,4.28,defense,line_backer,OLB,0
407,2019,22.0,Texas,1.8034,91.17206637,4.45,92.71,19.0,322.58,6.94,4.08,defense,defensive_back,CB,1
408,2013,23.0,Oklahoma,1.9304,102.0582833,5.11,78.74,,292.1,7.12,4.3,offense,backs_receivers,QB,1
409,2012,23.0,Virginia Tech,1.8288,91.17206637,4.42,88.9,12.0,292.1,6.69,4.15,offense,backs_receivers,WR,1
410,2009,21.0,Texas,1.8542,140.6136347,4.93,81.28,36.0,261.62,8.01,4.74,defense,defensive_lineman,DT,1
411,2014,21.0,Georgia St.,1.7526,91.62565874,4.43,95.25,10.0,312.42,7.0,4.21,offense,backs_receivers,WR,0
412,2017,23.0,Northern Illinois,1.9304,98.88313666,4.5,90.17,18.0,304.8,7.0,4.15,offense,backs_receivers,WR,1
413,2013,21.0,Oregon St.,1.8288,86.63614267,4.54,77.47,8.0,299.72,6.87,4.18,defense,defensive_back,CB,1
414,2015,23.0,Iowa,1.9558,144.695966,5.05,,23.0,,,,offense,offensive_lineman,OT,1
415,2011,21.0,Boise St.,1.7526,85.72895793,4.5,85.09,13.0,289.56,6.66,4.12,defense,defensive_back,CB,1
416,2015,22.0,West Virginia,1.9304,139.2528576,5.2,74.93,31.0,287.02,7.56,4.58,offense,offensive_lineman,OG,1
417,2014,23.0,Tennessee St.,1.9304,141.9744118,5.25,68.58,26.0,251.46,7.95,4.82,offense,offensive_lineman,OG,1
418,2012,22.0,USC,1.8796,131.0881949,5.38,60.96,30.0,233.68,8.07,4.87,defense,defensive_lineman,DT,0
419,2015,23.0,Memphis,1.9304,137.4384881,5.57,59.69,22.0,228.6,7.9,4.65,offense,offensive_lineman,OG,0
420,2018,21.0,Notre Dame,1.9558,97.06876718,4.48,,20.0,,,,offense,backs_receivers,WR,1
421,2013,21.0,South Carolina,1.8034,100.2439138,4.65,,,,,,offense,backs_receivers,RB,1
422,2012,22.0,Oklahoma,1.9304,122.4699399,4.8,,,,,,defense,defensive_lineman,DE,1
423,2015,22.0,Navy,1.8796,109.7693535,4.91,83.82,30.0,,,,special_teams,other_special,LS,1
424,2011,,LSU,1.905,132.448972,4.86,74.93,,264.16,7.29,4.62,defense,defensive_lineman,DE,0
425,2010,21.0,Ohio St.,1.778,87.08973504,4.55,,19.0,,,,defense,defensive_back,SS,1
426,2015,22.0,Florida,1.9558,142.4280042,5.16,74.93,21.0,269.24,8.0,4.7,offense,offensive_lineman,OT,1
427,2018,,San Diego St.,1.9812,116.1196467,4.75,83.82,20.0,294.64,7.5,4.59,offense,backs_receivers,TE,0
428,2018,23.0,Auburn,1.9558,96.61517481,,,,,,,special_teams,kicking_specialist,K,1
429,2017,,South Carolina St.,2.0066,150.5926668,,59.69,22.0,,,,offense,offensive_lineman,OT,0
430,2014,21.0,Texas A&M,1.8288,93.89362059,4.68,80.01,,287.02,6.75,4.03,offense,backs_receivers,QB,1
431,2009,22.0,Oregon St.,1.778,82.55381134,4.4,92.71,8.0,325.12,6.9,4.23,defense,defensive_back,CB,1
432,2018,,Oklahoma St.,1.905,92.98643585,4.51,85.09,11.0,304.8,,,offense,backs_receivers,WR,0
433,2015,22.0,Central Michigan,1.9558,144.695966,5.25,68.58,25.0,261.62,7.91,4.78,defense,defensive_lineman,DT,1
434,2011,,Ohio St.,1.8288,90.26488163,4.68,83.82,,281.94,6.95,4.09,defense,defensive_back,CB,0
435,2013,22.0,Nevada,1.8034,92.07925111,4.48,95.25,13.0,320.04,,4.0,defense,defensive_back,SS,1
436,2009,21.0,Notre Dame,1.8796,99.33672903,4.4,105.41,19.0,335.28,6.6,4.28,defense,defensive_back,FS,1
437,2017,22.0,San Diego St.,1.9304,144.695966,5.35,81.28,28.0,279.4,7.71,4.56,offense,offensive_lineman,OG,1
438,2011,22.0,Syracuse,1.8542,136.9848957,4.93,67.31,34.0,233.68,7.62,4.62,offense,offensive_lineman,C,0
439,2015,21.0,Oregon,1.7526,87.08973504,4.52,,,,,,defense,defensive_back,CB,1
440,2013,24.0,Harding,1.8796,112.9445001,4.64,93.98,28.0,309.88,6.98,4.4,defense,line_backer,OLB,1
441,2009,23.0,Texas Tech,1.8796,101.1510985,4.95,74.93,,248.92,7.45,4.56,offense,backs_receivers,QB,0
442,2012,24.0,West Virginia,1.905,111.1301307,4.41,85.09,23.0,312.42,6.7,4.03,defense,line_backer,OLB,1
443,2013,20.0,USC,1.8288,91.17206637,4.51,85.09,14.0,297.18,7.15,4.47,offense,backs_receivers,WR,1
444,2011,23.0,LSU,1.8796,113.3980925,4.7,85.09,22.0,279.4,,4.28,defense,line_backer,ILB,1
445,2011,21.0,Nebraska,1.8034,94.34721296,4.5,78.74,13.0,279.4,,,defense,defensive_back,SS,1
446,2010,22.0,Arizona St.,1.905,142.8815966,5.22,67.31,33.0,256.54,7.56,4.51,offense,offensive_lineman,OG,1
447,2014,21.0,Louisville,1.8034,93.89362059,4.58,87.63,18.0,294.64,,,defense,defensive_back,FS,1
448,2019,21.0,Arizona State,1.8796,103.4190604,4.53,97.79,27.0,309.88,,,offense,backs_receivers,WR,1
449,2010,,LSU,1.9304,136.077711,5.4,,,,,,defense,defensive_lineman,DT,0
450,2012,23.0,San Diego St.,1.8796,111.583723,4.67,95.25,31.0,307.34,,,defense,line_backer,OLB,1
451,2009,24.0,Troy,1.8542,89.81128926,4.43,91.44,12.0,312.42,6.6,3.98,defense,defensive_back,CB,1
452,2018,23.0,Nebraska,1.9304,98.88313666,4.98,81.28,,292.1,7.0,4.41,offense,backs_receivers,QB,1
453,2012,21.0,North Carolina,1.9812,128.8202331,4.69,80.01,25.0,276.86,7.57,4.78,defense,defensive_lineman,DE,1
454,2011,22.0,Oklahoma,1.8542,94.34721296,4.57,87.63,23.0,307.34,7.05,4.06,defense,defensive_back,FS,1
455,2009,22.0,Ohio St.,1.8796,110.6765383,4.72,83.82,22.0,292.1,6.93,4.24,defense,line_backer,ILB,1
456,2010,22.0,Boston Col.,1.9558,136.077711,5.15,63.5,27.0,248.92,7.6,4.62,offense,offensive_lineman,C,1
457,2015,22.0,Penn St.,1.8542,86.63614267,5.06,,,,,,special_teams,kicking_specialist,K,0
458,2016,22.0,Clemson,1.8542,109.7693535,4.69,87.63,30.0,299.72,7.05,4.51,defense,line_backer,OLB,1
